"EwE_num","EwE_name","Common","Sciname","Genus","Species","ID_sp"
"25","Skates-rays","marbled stingray","dasyatis marmorata","dasyatis","marmorata","Sp_302"
"25","Skates-rays","stingray","dasyatis sp","dasyatis","sp","Sp_303"
"25","Skates-rays","australian butterfly ray","gymnura australis","gymnura","australis","Sp_304"
"25","Skates-rays","backwater butterflyray","gymnura natalensis","gymnura","natalensis","Sp_305"
"25","Skates-rays","lined catshark","halaelurus lineatus","halaelurus","lineatus","Sp_306"
"25","Skates-rays","tiger catshark","halaelurus natalensis","halaelurus","natalensis","Sp_307"
"25","Skates-rays","brown shyshark","haploblepharus fuscus","haploblepharus","fuscus","Sp_308"
"25","Skates-rays","honeycomb stingray","himantura uarnak","himantura","uarnak","Sp_309"
"25","Skates-rays","little skate","leucoraja erinacea","leucoraja","erinacea","Sp_310"
"25","Skates-rays","devil ray","mobula sp","mobula","sp","Sp_311"
"25","Skates-rays","common eagle ray","myliobatis aquila","myliobatis","aquila","Sp_312"
"25","Skates-rays","australian bull ray","myliobatis australis","myliobatis","australis","Sp_313"
"25","Skates-rays","brazilian electric ray","narcine brasiliensis","narcine","brasiliensis","Sp_314"
"25","Skates-rays","leopard catshark","poroderma pantherinum","poroderma","pantherinum","Sp_315"
"25","Skates-rays","bullray","pteromylaeus bovinus","pteromylaeus","bovinus","Sp_316"
"25","Skates-rays","pelagic stingray","pteroplatytrygon violacea","pteroplatytrygon","violacea","Sp_317"
"25","Skates-rays","skate","raja sp","raja","sp","Sp_318"
"25","Skates-rays","bowmouth guitarfish","rhina ancylostoma","rhina","ancylostoma","Sp_319"
"25","Skates-rays","shark ray","rhina sp","rhina","sp","Sp_320"
"25","Skates-rays","lesser guitarfish","rhinobatos annulatus","rhinobatos","annulatus","Sp_321"
"25","Skates-rays","common guitarfish","rhinobatos rhinobatos","rhinobatos","rhinobatos","Sp_322"
"25","Skates-rays","cownose ray","rhinoptera sp","rhinoptera","sp","Sp_323"
"25","Skates-rays","giant guitarfish","rhynchobatus djiddensis","rhynchobatus","djiddensis","Sp_324"
"25","Skates-rays","zebra shark","stegostoma fasciatum","stegostoma","fasciatum","Sp_325"
"25","Skates-rays","torpedo ray","torpedo sp","torpedo","sp","Sp_326"
"25","Skates-rays","round ray","urolophus sp","urolophus","sp","Sp_327"
"25","Skates-rays","shortnose guitarfish","zapteryx brevirostris","zapteryx","brevirostris","Sp_328"
"26,27","Gag grouper (0-3yr)","gag","mycteroperca microlepis","mycteroperca","microlepis","Sp_329"
"26,27","Gag grouper (0-3yr)","gag grouper (age 0-3)","mycteroperca microlepis","mycteroperca","microlepis","Sp_330"
"26,27","Gag grouper (3+yr)","gag grouper (age 3+)","mycteroperca microlepis","mycteroperca","microlepis","Sp_331"
"28,29","Red grouper (0-3yr)","grouper, red","epinephelus morio","epinephelus","morio","Sp_332"
"28,29","Red grouper (0-3yr)","red grouper","epinephelus morio","epinephelus","morio","Sp_333"
"28,29","Red grouper (0-3yr)","red grouper (age 0-3)","epinephelus morio","epinephelus","morio","Sp_334"
"28,29","Red grouper (3+yr)","red grouper (age 3+)","epinephelus morio","epinephelus","morio","Sp_335"
"30,31","Yellowedge grouper (0-3yr)","grouper, yellowedge","epinephelus flavolimbatus","epinephelus","flavolimbatus","Sp_336"
"30,31","Yellowedge grouper (0-3yr)","yellowedge grouper","epinephelus flavolimbatus","epinephelus","flavolimbatus","Sp_337"
"30,31","Yellowedge grouper (0-3yr)","yellowedge grouper (age 0-3)","hyporthodus flavolimbatus","hyporthodus","flavolimbatus","Sp_338"
"30,31","Yellowedge grouper (3+yr)","yellowedge grouper (age 3+)","hyporthodus flavolimbatus","hyporthodus","flavolimbatus","Sp_339"
"32","Goliath grouper","goliath grouper","epinephelus itajara","epinephelus","itajara","Sp_340"
"32","Goliath grouper","jewfish","epinephelus itajara","epinephelus","itajara","Sp_341"
"32","Goliath grouper","atlantic goliath grouper","epinephelus itajara","epinephelus","itajara","Sp_342"
"33","Deep-water grouper","grouper, misty","epinephelus mystacinus","epinephelus","mystacinus","Sp_343"
"33","Deep-water grouper","grouper, snowy","epinephelus niveatus","epinephelus","niveatus","Sp_344"
"33","Deep-water grouper","grouper, warsaw","epinephelus nigritus","epinephelus","nigritus","Sp_345"
"33","Deep-water grouper","misty grouper","epinephelus mystacinus","epinephelus","mystacinus","Sp_346"
"33","Deep-water grouper","snowy grouper","epinephelus niveatus","epinephelus","niveatus","Sp_347"
"33","Deep-water grouper","warsaw grouper","epinephelus nigritus","epinephelus","nigritus","Sp_348"
"33","Deep-water grouper","misty grouper","hyporthodus mystacinus","hyporthodus","mystacinus","Sp_349"
"33","Deep-water grouper","warsaw grouper","hyporthodus nigritus","hyporthodus","nigritus","Sp_350"
"33","Deep-water grouper","snowy grouper","hyporthodus niveatus","hyporthodus","niveatus","Sp_351"
"34","Shallow-water grouper","black grouper","mycteroperca bonaci","mycteroperca","bonaci","Sp_352"
"34","Shallow-water grouper","comb grouper","mycteroperca rubra","mycteroperca","rubra","Sp_353"
"34","Shallow-water grouper","coney","epinephelus fulvus","epinephelus","fulvus","Sp_354"
"34","Shallow-water grouper","graysby","epinephelus cruentatus","epinephelus","cruentatus","Sp_355"
"34","Shallow-water grouper","grouper, black","mycteroperca bonaci","mycteroperca","bonaci","Sp_356"
"34","Shallow-water grouper","grouper, marbled","epinephelus inermis","epinephelus","inermis","Sp_357"
"34","Shallow-water grouper","grouper, nassau","epinephelus striatus","epinephelus","striatus","Sp_358"
"34","Shallow-water grouper","grouper, yellowfin","mycteroperca venenosa","mycteroperca","venenosa","Sp_359"
"34","Shallow-water grouper","grouper, yellowmouth","mycteroperca interstitialis","mycteroperca","interstitialis","Sp_360"
"34","Shallow-water grouper","hind, red","epinephelus guttatus","epinephelus","guttatus","Sp_361"
"34","Shallow-water grouper","hind, rock","epinephelus adscensionis","epinephelus","adscensionis","Sp_362"
"34","Shallow-water grouper","hind, speckled","epinephelus drummondhayi","epinephelus","drummondhayi","Sp_363"
"34","Shallow-water grouper","marbled grouper","epinephelus inermis","epinephelus","inermis","Sp_364"
"34","Shallow-water grouper","nassau grouper","epinephelus striatus","epinephelus","striatus","Sp_365"
"34","Shallow-water grouper","red hind","epinephelus guttatus","epinephelus","guttatus","Sp_366"
"34","Shallow-water grouper","rock hind","epinephelus adscensionis","epinephelus","adscensionis","Sp_367"
"34","Shallow-water grouper","scamp","mycteroperca phenax","mycteroperca","phenax","Sp_368"
"34","Shallow-water grouper","speckled hind","epinephelus drummondhayi","epinephelus","drummondhayi","Sp_369"
"34","Shallow-water grouper","tiger grouper","mycteroperca tigris","mycteroperca","tigris","Sp_370"
"34","Shallow-water grouper","yellowfin grouper","mycteroperca venenosa","mycteroperca","venenosa","Sp_371"
"34","Shallow-water grouper","yellowmouth grouper","mycteroperca interstitialis","mycteroperca","interstitialis","Sp_372"
"34","Shallow-water grouper","graysby","cephalopholis cruentata","cephalopholis","cruentata","Sp_373"
"34","Shallow-water grouper","coney","cephalopholis fulva","cephalopholis","fulva","Sp_374"
"34","Shallow-water grouper","graysby","epinephelus adscensionis","epinephelus","adscensionis","Sp_375"
"35,36,37","Red snapper (0yr)","red snapper","lutjanus campechanus","lutjanus","campechanus","Sp_376"
"35,36,37","Red snapper (0yr)","snapper, red","lutjanus campechanus","lutjanus","campechanus","Sp_377"
"35,36,37","Red snapper (0yr)","northern red snapper (0 - 1)","lutjanus campechanus","lutjanus","campechanus","Sp_378"
"35,36,37","Red snapper (1-2yr)","northern red snapper (1 - 4)","lutjanus campechanus","lutjanus","campechanus","Sp_379"
"35,36,37","Red snapper (3+yr)","northern red snapper (4+)","lutjanus campechanus","lutjanus","campechanus","Sp_380"
"38","Vermilion snapper","snapper, vermilion","rhomboplites aurorubens","rhomboplites","aurorubens","Sp_381"
"38","Vermilion snapper","vermilion snapper","rhomboplites aurorubens","rhomboplites","aurorubens","Sp_382"
"39","Mutton snapper","mutton snapper","lutjanus analis","lutjanus","analis","Sp_383"
"39","Mutton snapper","snapper, mutton","lutjanus analis","lutjanus","analis","Sp_384"
"40","Other snapper","black snapper","apsilus dentatus","apsilus","dentatus","Sp_385"
"40","Other snapper","blackfin snapper","lutjanus buccanella","lutjanus","buccanella","Sp_386"
"40","Other snapper","cubera snapper","lutjanus cyanopterus","lutjanus","cyanopterus","Sp_387"
"40","Other snapper","dog snapper","lutjanus jocu","lutjanus","jocu","Sp_388"
"40","Other snapper","gray snapper","lutjanus griseus","lutjanus","griseus","Sp_389"
"40","Other snapper","mahogany snapper","lutjanus mahogoni","lutjanus","mahogoni","Sp_390"
"40","Other snapper","queen snapper","etelis oculatus","etelis","oculatus","Sp_391"
"40","Other snapper","silk snapper","lutjanus vivanus","lutjanus","vivanus","Sp_392"
"40","Other snapper","snapper caribbean red","lutjanus purpureus","lutjanus","purpureus","Sp_393"
"40","Other snapper","snapper, black","apsilus dentatus","apsilus","dentatus","Sp_394"
"40","Other snapper","snapper, blackfin","lutjanus buccanella","lutjanus","buccanella","Sp_395"
"40","Other snapper","snapper, cubera","lutjanus cyanopterus","lutjanus","cyanopterus","Sp_396"
"40","Other snapper","snapper, dog","lutjanus jocu","lutjanus","jocu","Sp_397"
"40","Other snapper","snapper, gray","lutjanus griseus","lutjanus","griseus","Sp_398"
"40","Other snapper","snapper, mahogany","lutjanus mahogoni","lutjanus","mahogoni","Sp_399"
"40","Other snapper","snapper, queen","etelis oculatus","etelis","oculatus","Sp_400"
"40","Other snapper","snapper, silk","lutjanus vivanus","lutjanus","vivanus","Sp_401"
"40","Other snapper","wenchman","pristipomoides aquilonaris","pristipomoides","aquilonaris","Sp_402"
"41","Inshore coastal piscivores","sharpjaw bonefish","albula neoguinaica","albula","neoguinaica","Sp_403"
"41","Inshore coastal piscivores","bonefish","albula vulpes","albula","vulpes","Sp_404"
"41","Inshore coastal piscivores","bowfin","amia calva","amia","calva","Sp_405"
"41","Inshore coastal piscivores","southern meagre","argyrosomus hololepidotus","argyrosomus","hololepidotus","Sp_406"
"41","Inshore coastal piscivores","mild meagre","argyrosomus inodorus","argyrosomus","inodorus","Sp_407"
"41","Inshore coastal piscivores","japanese meagre","argyrosomus japonicus","argyrosomus","japonicus","Sp_408"
"41","Inshore coastal piscivores","geelbek","atractoscion aequidens","atractoscion","aequidens","Sp_409"
"41","Inshore coastal piscivores","garfish","belone belone","belone","belone","Sp_410"
"41","Inshore coastal piscivores","snook","centropomus sp","centropomus","sp","Sp_411"
"41","Inshore coastal piscivores","common snook","centropomus undecimalis","centropomus","undecimalis","Sp_412"
"41","Inshore coastal piscivores","ladyfish","elops saurus","elops","saurus","Sp_413"
"41","Inshore coastal piscivores","kob","johnius sp","johnius","sp","Sp_414"
"41","Inshore coastal piscivores","atlantic tarpon","megalops atlantica","megalops","atlantica","Sp_415"
"41","Inshore coastal piscivores","tarpon","megalops atlanticus","megalops","atlanticus","Sp_416"
"41","Inshore coastal piscivores","striped bass","morone saxatilis","morone","saxatilis","Sp_417"
"41","Inshore coastal piscivores","meagre","sciaena aquila","sciaena","aquila","Sp_418"
"42","Sea trout","sand seatrout","cynoscion arenarius","cynoscion","arenarius","Sp_419"
"42","Sea trout","seatrout, sand","cynoscion arenarius","cynoscion","arenarius","Sp_420"
"42","Sea trout","seatrout, spotted","cynoscion nebulosus","cynoscion","nebulosus","Sp_421"
"42","Sea trout","silver seatrout","cynoscion nothus","cynoscion","nothus","Sp_422"
"42","Sea trout","spotted seatrout","cynoscion nebulosus","cynoscion","nebulosus","Sp_423"
"42","Sea trout","weakfish","cynoscion regalis","cynoscion","regalis","Sp_424"
"42","Sea trout","stripped weakfish","cynoscion guatucupa","cynoscion","guatucupa","Sp_425"
"42","Sea trout","stripped weakfish","cynoscion guatupuca","cynoscion","guatupuca","Sp_426"
"42","Sea trout","jamaican weakfish","cynoscion jamaicensis","cynoscion","jamaicensis","Sp_427"
"42","Sea trout","shortfin weakfish","cynoscion parvipinnis","cynoscion","parvipinnis","Sp_428"
"42","Sea trout","squeteague","cynoscion regalis","cynoscion","regalis","Sp_429"
"42","Sea trout","seatrout","cynoscion sp","cynoscion","sp","Sp_430"
"42","Sea trout","weakfish","cynoscion sp","cynoscion","sp","Sp_431"
"43","Oceanic piscivores","atlantic cutlassfish","trichiurus lepturus","trichiurus","lepturus","Sp_432"
"43","Oceanic piscivores","cutlassfish, atlantic","trichiurus lepturus","trichiurus","lepturus","Sp_433"
"43","Oceanic piscivores","polka-dot ribbonfish","desmodema polystictum","desmodema","polystictum","Sp_434"
"43","Oceanic piscivores","snake mackerel","gempylus serpens","gempylus","serpens","Sp_435"
"43","Oceanic piscivores","short snouted lancetfish","alepisaurus brevirostris","alepisaurus","brevirostris","Sp_436"
"43","Oceanic piscivores","longnose lancetfish","alepisaurus ferox","alepisaurus","ferox","Sp_437"
"43","Oceanic piscivores","longsnouted lancetfish","alepisaurus ferox","alepisaurus","ferox","Sp_438"
"43","Oceanic piscivores","lancetfish","alepisaurus sp","alepisaurus","sp","Sp_439"
"43","Oceanic piscivores","black scabbardfish","aphanopus carbo","aphanopus","carbo","Sp_440"
"43","Oceanic piscivores","scabbardfish","aphanopus sp","aphanopus","sp","Sp_441"
"43","Oceanic piscivores","black pomfret","apolectus niger","apolectus","niger","Sp_442"
"43","Oceanic piscivores","southern rays bream","brama australis","brama","australis","Sp_443"
"43","Oceanic piscivores","atlantic pomfret","brama brama","brama","brama","Sp_444"
"43","Oceanic piscivores","caribbean pomfret","brama caribbea","brama","caribbea","Sp_445"
"43","Oceanic piscivores","pacific pomfret","brama japonica","brama","japonica","Sp_446"
"43","Oceanic piscivores","bigtooth pomfret","brama orcini","brama","orcini","Sp_447"
"43","Oceanic piscivores","pomfret","brama sp","brama","sp","Sp_448"
"43","Oceanic piscivores","polka-dotted ribbonfish","desmodema polystictum","desmodema","polystictum","Sp_449"
"43","Oceanic piscivores","ribbonfish","desmodema sp","desmodema","sp","Sp_450"
"43","Oceanic piscivores","scabbardfish","evoxymetopon sp","evoxymetopon","sp","Sp_451"
"43","Oceanic piscivores","escolar","lepidocybium flavobrunneum","lepidocybium","flavobrunneum","Sp_452"
"43","Oceanic piscivores","crested scabbardfish","lepidopus altifrons","lepidopus","altifrons","Sp_453"
"43","Oceanic piscivores","scabbardfish","lepidopus caudatus","lepidopus","caudatus","Sp_454"
"43","Oceanic piscivores","scabbardfish","lepidopus sp","lepidopus","sp","Sp_455"
"43","Oceanic piscivores","offshore hake","merluccius albidus","merluccius","albidus","Sp_456"
"43","Oceanic piscivores","snake mackerel","nealotus tripes","nealotus","tripes","Sp_457"
"43","Oceanic piscivores","black snake mackerel","neolatus tripes","neolatus","tripes","Sp_458"
"43","Oceanic piscivores","black pomfret","parastromateus niger","parastromateus","niger","Sp_459"
"43","Oceanic piscivores","pomfret","pteraclis sp","pteraclis","sp","Sp_460"
"43","Oceanic piscivores","pomfret","ptericombus sp","ptericombus","sp","Sp_461"
"43","Oceanic piscivores","prickly fanfish","pterycombus petersii","pterycombus","petersii","Sp_462"
"43","Oceanic piscivores","oilfish","ruvettus pretiosus","ruvettus","pretiosus","Sp_463"
"43","Oceanic piscivores","pomfret","taractes rubescens","taractes","rubescens","Sp_464"
"43","Oceanic piscivores","pomfret","taractichthys  sp","taractichthys","","Sp_465"
"43","Oceanic piscivores","cape snoek","thyrsites atun","thyrsites","atun","Sp_466"
"43","Oceanic piscivores","white snake mackerel","thyrsitops lepidopoides","thyrsitops","lepidopoides","Sp_467"
"43","Oceanic piscivores","snake mackerel","thyrsitops sp","thyrsitops","sp","Sp_468"
"43","Oceanic piscivores","king-of-the-salmon","trachipterus altivelis","trachipterus","altivelis","Sp_469"
"43","Oceanic piscivores","ribbonfish","trachipterus arawatae","trachipterus","arawatae","Sp_470"
"43","Oceanic piscivores","ribbonfish","trachipterus sp","trachipterus","sp","Sp_471"
