EwE_num,EwE_name,Common,Sciname
46,Reef invertebrate feeders,porgy,stenotomus sp
46,Reef invertebrate feeders,axillary wrasse,symphodus mediterraneus
46,Reef invertebrate feeders,tautog,tautoga onitis
46,Reef invertebrate feeders,cunner,tautogolabrus adspersus
46,Reef invertebrate feeders,bluehead wrasse,thalassoma bifasciatum
46,Reef invertebrate feeders,lampfish,triphoturus mexicanus
46,Reef invertebrate feeders,seabass,unid seabass
46,Reef invertebrate feeders,pearly razorfish,xyrichtys novacula
46,Reef invertebrate feeders,green razorfish,xyrichtys splendens
46,Reef invertebrate feeders,moorish idol,zanclidae
46,Reef invertebrate feeders,shortspine combfish,zaniolepis frenata
47,Demersal coastal invertebrate feeders,african pompano,alectis ciliaris
47,Demersal coastal invertebrate feeders,african pompano,alectis crinitus
47,Demersal coastal invertebrate feeders,atlantic bumper,chloroscombrus chrysurus
47,Demersal coastal invertebrate feeders,atlantic croaker,micropogonias furnieri
47,Demersal coastal invertebrate feeders,atlantic croaker,micropogonias undulatus
47,Demersal coastal invertebrate feeders,atlantic moonfish,selene setapinnis
47,Demersal coastal invertebrate feeders,banded drum,larimus fasciatus
47,Demersal coastal invertebrate feeders,banded pipefish,micrognathus crinitus
47,Demersal coastal invertebrate feeders,barred grunt,conodon nobilis
47,Demersal coastal invertebrate feeders,bigeye mojarra,eucinostomus havana
47,Demersal coastal invertebrate feeders,black drum,pogonias cromis
47,Demersal coastal invertebrate feeders,blackbar drum,equetus iwamotoi
47,Demersal coastal invertebrate feeders,blue croaker,bairdiella batabana
47,Demersal coastal invertebrate feeders,"catfish,gafftopsail",na
47,Demersal coastal invertebrate feeders,catfishes & bullheads,ictalurus
47,Demersal coastal invertebrate feeders,"croaker, atlantic",micropogonias undulatus
47,Demersal coastal invertebrate feeders,"croaker, unidentified",na
47,Demersal coastal invertebrate feeders,drum family,sciaenidae
47,Demersal coastal invertebrate feeders,"drum, black",pogonias cromis
47,Demersal coastal invertebrate feeders,dwarf seahorse,hippocampus zosterae
47,Demersal coastal invertebrate feeders,florida pompano,trachinotus carolinus
47,Demersal coastal invertebrate feeders,freshwater drum,aplodinotus grunniens
47,Demersal coastal invertebrate feeders,gafftopsail catfish,bagre marinus
47,Demersal coastal invertebrate feeders,goatfish family,mullidae
47,Demersal coastal invertebrate feeders,goatfishes,mullidae
47,Demersal coastal invertebrate feeders,grass porgy,calamus arctifrons
47,Demersal coastal invertebrate feeders,gulf kingfish,menticirrhus littoralis
47,Demersal coastal invertebrate feeders,hardhead catfish,arius felis
47,Demersal coastal invertebrate feeders,irish pompano,diapterus auratus
47,Demersal coastal invertebrate feeders,king whiting,menticirrhus
47,Demersal coastal invertebrate feeders,kingfish genus,menticirrhus spp
47,Demersal coastal invertebrate feeders,kingfish genus,menticirrhus
47,Demersal coastal invertebrate feeders,"kingfish, unidentified",na
47,Demersal coastal invertebrate feeders,leather jacket,na
47,Demersal coastal invertebrate feeders,leatherjack,oligoplites saurus
47,Demersal coastal invertebrate feeders,leatherjacket family,balistidae
47,Demersal coastal invertebrate feeders,lined seahorse,hippocampus erectus
47,Demersal coastal invertebrate feeders,littlehead porgy,calamus proridens
47,Demersal coastal invertebrate feeders,longspine porgy,stenotomus caprinus
47,Demersal coastal invertebrate feeders,lookdown,selene vomer
47,Demersal coastal invertebrate feeders,mojarra family,gerreidae
47,Demersal coastal invertebrate feeders,mojarras,gerreidae
47,Demersal coastal invertebrate feeders,"moonfish, atlantic",selene setapinnis
47,Demersal coastal invertebrate feeders,mottled mojarra,eucinostomus lefroyi
47,Demersal coastal invertebrate feeders,mullet family,mugilidae
47,Demersal coastal invertebrate feeders,mullet genus,mugil spp
47,Demersal coastal invertebrate feeders,mullet genus,mugil
47,Demersal coastal invertebrate feeders,northern kingfish,menticirrhus saxatilis
47,Demersal coastal invertebrate feeders,palometa,trachinotus goodei
47,Demersal coastal invertebrate feeders,permit,trachinotus falcatus
47,Demersal coastal invertebrate feeders,pigfish,orthopristis chrysoptera
47,Demersal coastal invertebrate feeders,pipefish family,syngnathidae
47,Demersal coastal invertebrate feeders,"pompano, african",alectis ciliaris
47,Demersal coastal invertebrate feeders,"pompano, florida",trachinotus carolinus
47,Demersal coastal invertebrate feeders,"pompano, unidentified",na
47,Demersal coastal invertebrate feeders,porgy family,sparidae
47,Demersal coastal invertebrate feeders,porgy genus calamus,calamus
47,Demersal coastal invertebrate feeders,porgy genus calamus,calamus spp.
47,Demersal coastal invertebrate feeders,"porgy, red",pagrus pagrus
47,Demersal coastal invertebrate feeders,"porgy,grass",na
47,Demersal coastal invertebrate feeders,red porgy,pagrus sedecim
47,Demersal coastal invertebrate feeders,red porgy,pagrus pagrus
47,Demersal coastal invertebrate feeders,redeye mullet,mugil gaimardianus
47,Demersal coastal invertebrate feeders,sea catfish family,ariidae
47,Demersal coastal invertebrate feeders,sea catfishes,ariidae
47,Demersal coastal invertebrate feeders,seahorse genus,hippocampus
47,Demersal coastal invertebrate feeders,seahorse genus,hippocampus spp.
47,Demersal coastal invertebrate feeders,shortnose sturgeon,acipenser brevirostrum
47,Demersal coastal invertebrate feeders,silver jenny,eucinostomus gula
47,Demersal coastal invertebrate feeders,silver perch,bairdiella chrysoura
47,Demersal coastal invertebrate feeders,southern kingfish,menticirrhus americanus
47,Demersal coastal invertebrate feeders,spot,leiostomus xanthurus
47,Demersal coastal invertebrate feeders,spotfin mojarra,eucinostomus argenteus
47,Demersal coastal invertebrate feeders,spotted drum,equetus punctatus
47,Demersal coastal invertebrate feeders,spotted goatfish,pseudopeneus maculatus
47,Demersal coastal invertebrate feeders,spotted goatfish,pseudupeneus maculatus
47,Demersal coastal invertebrate feeders,star drum,stellifer lanceolatus
47,Demersal coastal invertebrate feeders,striped croaker,bairdiella sanctaeluciae
47,Demersal coastal invertebrate feeders,striped mojarra,diapterus plumieri
47,Demersal coastal invertebrate feeders,unidentified porgy,na
47,Demersal coastal invertebrate feeders,yellowfin mojarra,gerres cinereus
47,Demersal coastal invertebrate feeders,yellowfin bream,acanthopagrus australis
47,Demersal coastal invertebrate feeders,white bullhead,ameiurus catus
47,Demersal coastal invertebrate feeders,west atlantic sea bream,archosargus rhomboidalis
47,Demersal coastal invertebrate feeders,silver white croaker,argyrosomus argentatus
47,Demersal coastal invertebrate feeders,sea catfish,ariidae
47,Demersal coastal invertebrate feeders,hardhead sea catfish,ariopsis felis
47,Demersal coastal invertebrate feeders,sea catfish,arius felis/bagre marinus
47,Demersal coastal invertebrate feeders,madamango sea catfish,arius spixii
47,Demersal coastal invertebrate feeders,coco sea catfish,bagre bagre
47,Demersal coastal invertebrate feeders,gafftopsail sea catfish,bagre marinus
47,Demersal coastal invertebrate feeders,perch,bairdiella sp
47,Demersal coastal invertebrate feeders,armored catfish,callichthidae
47,Demersal coastal invertebrate feeders,dragonet,callionymidae
47,Demersal coastal invertebrate feeders,risso's dragonet,callionymus risso
47,Demersal coastal invertebrate feeders,dragonet,callionymus sp
47,Demersal coastal invertebrate feeders,morwong,cheilodactyleidae
47,Demersal coastal invertebrate feeders,barred fingerfin,cheilodactylus pixi
47,Demersal coastal invertebrate feeders,two-tone fingerling,chirodactylus brachydactylus
47,Demersal coastal invertebrate feeders,pacific bumper,chloroscombrus orqueta
47,Demersal coastal invertebrate feeders,bumper,chloroscombrus sp
47,Demersal coastal invertebrate feeders,englishman,chrysoblephus anglicus
47,Demersal coastal invertebrate feeders,false red stumpnose,chrysoblephus lophus
47,Demersal coastal invertebrate feeders,slinger seabream,chrysoblephus puniceus
47,Demersal coastal invertebrate feeders,walking catfish,clarias batrachus
47,Demersal coastal invertebrate feeders,airbreathing catfish,clariidae
47,Demersal coastal invertebrate feeders,barbel drum,ctenosciena gracilicirrhus
47,Demersal coastal invertebrate feeders,carp,cyprinidae
47,Demersal coastal invertebrate feeders,dusky morwong,dactylophora nigricans
47,Demersal coastal invertebrate feeders,common dentex,dentex dentex
47,Demersal coastal invertebrate feeders,pink dentex,dentex gibbosus
47,Demersal coastal invertebrate feeders,irish mojarra,diapterus auratus
47,Demersal coastal invertebrate feeders,irish pompano,diapterus olistostomus
47,Demersal coastal invertebrate feeders,caitipa mojarra,diapterus rhombeus
47,Demersal coastal invertebrate feeders,sand mojarra,diapterus rhombeus
47,Demersal coastal invertebrate feeders,mojarra,diapterus sp
47,Demersal coastal invertebrate feeders,mojarra,diapterus/eugerres sp
47,Demersal coastal invertebrate feeders,white seabream,diplodus sargus
47,Demersal coastal invertebrate feeders,snake pipefish,entelurus aequoreus
47,Demersal coastal invertebrate feeders,silver mojarra,eucinostomus argenteus
47,Demersal coastal invertebrate feeders,jenny mojarra,eucinostomus gula
47,Demersal coastal invertebrate feeders,tidewater mojarra,eucinostomus harengulus
47,Demersal coastal invertebrate feeders,slender mojarra,eucinostomus jonesii
47,Demersal coastal invertebrate feeders,mojarra,eucinostomus sp
47,Demersal coastal invertebrate feeders,sandflat mojarra,eucinostornus argentcus
47,Demersal coastal invertebrate feeders,striped mojarra,eugerres plumieri
47,Demersal coastal invertebrate feeders,white barbel,galeichthys feliceps
47,Demersal coastal invertebrate feeders,sea catfish,galeicthys sp
47,Demersal coastal invertebrate feeders,mojarra,gerreidae
47,Demersal coastal invertebrate feeders,silverbelly,gerres subfasciatus
47,Demersal coastal invertebrate feeders,northern seahorse,hippocampus hudemius
47,Demersal coastal invertebrate feeders,lined seahorse,hippocampus hudsonius
47,Demersal coastal invertebrate feeders,pacific seahorse,hippocampus ingens
47,Demersal coastal invertebrate feeders,longsnout seahorse,hippocampus reidi
47,Demersal coastal invertebrate feeders,seahorse,hippocampus sp
47,Demersal coastal invertebrate feeders,brown hoplo,hoplosternum littorale
47,Demersal coastal invertebrate feeders,bullhead catfish,ictaluridae
47,Demersal coastal invertebrate feeders,bigtooth corvina,isopisthus parvipinnis
47,Demersal coastal invertebrate feeders,silver drum,larimus argenteus
47,Demersal coastal invertebrate feeders,drum,larimus sp
47,Demersal coastal invertebrate feeders,ponyfish,leiognathidae
47,Demersal coastal invertebrate feeders,slender ponyfish,leiognathus elongatus
47,Demersal coastal invertebrate feeders,ornate ponyfish,leiognathus lineolatus
47,Demersal coastal invertebrate feeders,spotnape ponyfish,leiognathus nuchalis
47,Demersal coastal invertebrate feeders,offshore ponyfish,leiognathus rivulatus
47,Demersal coastal invertebrate feeders,deep pugnose ponyfish,leiognathus ruconius
47,Demersal coastal invertebrate feeders,ponyfish,leiognathus sp
47,Demersal coastal invertebrate feeders,croaker,leiostomus sp
47,Demersal coastal invertebrate feeders,spot croaker,leiostomus xanthurus
47,Demersal coastal invertebrate feeders,pumpkinseed,lepomis gibbosus
47,Demersal coastal invertebrate feeders,spotted sunfish,lepomis punctatus
47,Demersal coastal invertebrate feeders,sunfish,lepomis sp
47,Demersal coastal invertebrate feeders,white steenbras,lithognathus lithognathus
47,Demersal coastal invertebrate feeders,sand steenbras,lithognathus mormyrus
47,Demersal coastal invertebrate feeders,armored catfish,loricariidae
47,Demersal coastal invertebrate feeders,king weakfish,macrodon ancylodon
47,Demersal coastal invertebrate feeders,longspine snipefish,macroramphosus scolopax 
47,Demersal coastal invertebrate feeders,snipefish,macrorhamphosidae
47,Demersal coastal invertebrate feeders,snipefish,macrorhamphosus sp
47,Demersal coastal invertebrate feeders,moonfish,mene maculata
47,Demersal coastal invertebrate feeders,southern kingcroaker,menticirrhus americanus
47,Demersal coastal invertebrate feeders,whiting,menticirrhus americanus
47,Demersal coastal invertebrate feeders,gulf kingcroaker,menticirrhus littoralis
47,Demersal coastal invertebrate feeders,surf whiting,menticirrhus littoralis
47,Demersal coastal invertebrate feeders,northern kingfish,menticirrhus saxalitis
47,Demersal coastal invertebrate feeders,kingcroaker,menticirrhus sp
47,Demersal coastal invertebrate feeders,lancetail wormfish,microdesmus lanceolatus
47,Demersal coastal invertebrate feeders,atlantic tomcod,microgadus tomcod
47,Demersal coastal invertebrate feeders,whitemouth croaker,micropogonias furnieri
47,Demersal coastal invertebrate feeders,croaker,micropogonias sp
47,Demersal coastal invertebrate feeders,smallmouth bass,micropterus dolomieu
47,Demersal coastal invertebrate feeders,largemouth bass,micropterus salmoides
47,Demersal coastal invertebrate feeders,white perch,morone americana
47,Demersal coastal invertebrate feeders,goatfish,mullidae
47,Demersal coastal invertebrate feeders,mexican goatfish,mulloidichthys dentatus
47,Demersal coastal invertebrate feeders,yellow goatfish,mulloidichthys martinicus
47,Demersal coastal invertebrate feeders,red goatfish,mullus auratus
47,Demersal coastal invertebrate feeders,mullet,mullus sp
47,Demersal coastal invertebrate feeders,chinaman leatherjacket,nelusetta ayraud
47,Demersal coastal invertebrate feeders,leatherjacket,oligoplites saurus
47,Demersal coastal invertebrate feeders,leatherjacket,oligoplites sp
47,Demersal coastal invertebrate feeders,knifejaw,oplegnathidae
47,Demersal coastal invertebrate feeders,corocoro grunt,orthopristis ruber
47,Demersal coastal invertebrate feeders,blue hottentot,pachymetopon aeneum
47,Demersal coastal invertebrate feeders,bronze bream,pachymetopon grande
47,Demersal coastal invertebrate feeders,axillary sea bream,pagellus acarne
47,Demersal coastal invertebrate feeders,natal pandora,pagellus bellottii natalensis
47,Demersal coastal invertebrate feeders,blackspot seabream,pagellus bogaraveo
47,Demersal coastal invertebrate feeders,common pandora,pagellus erythrinus
47,Demersal coastal invertebrate feeders,porgy,pagrus sp
47,Demersal coastal invertebrate feeders,banded croaker,paralonchurus brasiliensis
47,Demersal coastal invertebrate feeders,perch,percidae
47,Demersal coastal invertebrate feeders,armored searobin,peristediidae
47,Demersal coastal invertebrate feeders,armored searobin,peristedion altipinnis
47,Demersal coastal invertebrate feeders,armored searobin,peristedion sp
47,Demersal coastal invertebrate feeders,gunnel,pholidae
47,Demersal coastal invertebrate feeders,eeltail catfish,plotosidae
47,Demersal coastal invertebrate feeders,livebearer,poeciliidae
47,Demersal coastal invertebrate feeders,darkedge midshipman,porichthys analis
47,Demersal coastal invertebrate feeders,plainfin midshipman,porichthys notatus
47,Demersal coastal invertebrate feeders,atlantic midshipman,porichthys plectrodon
47,Demersal coastal invertebrate feeders,midshipman,porichthys porosissimus
47,Demersal coastal invertebrate feeders,panga seabream,pterogymnus laniarius
47,Demersal coastal invertebrate feeders,cape stumpnose,rhabdosargus holubi
47,Demersal coastal invertebrate feeders,drum,sciaenidae
47,Demersal coastal invertebrate feeders,sciaenid,sciaenidae
47,Demersal coastal invertebrate feeders,sciaenidae,sciaenidae
47,Demersal coastal invertebrate feeders,acadian redfish,sebastes fasciatus
47,Demersal coastal invertebrate feeders,chilipepper rockfish,sebastes goodei
47,Demersal coastal invertebrate feeders,shortbelly rockfish,sebastes jordani
47,Demersal coastal invertebrate feeders,rose fish,sebastes marinus
47,Demersal coastal invertebrate feeders,bocaccio rockfish,sebastes paucispinis
47,Demersal coastal invertebrate feeders,redfish,sebastes sp
47,Demersal coastal invertebrate feeders,redfish,sebastidae
47,Demersal coastal invertebrate feeders,rockfish,sebastodes sp
47,Demersal coastal invertebrate feeders,pugnose ponyfish,secutor insidiator
47,Demersal coastal invertebrate feeders,hairfin lookdown,selene brevoortii
47,Demersal coastal invertebrate feeders,african moonfish,selene dorsalis
47,Demersal coastal invertebrate feeders,peruvian moonfish,selene peruviana
47,Demersal coastal invertebrate feeders,catfish,siluriformes
47,Demersal coastal invertebrate feeders,musselcracker seabream,sparodon durbanensis
47,Demersal coastal invertebrate feeders,black seabream,spondyliosoma cantharus
47,Demersal coastal invertebrate feeders,steentjie seabream,spondyliosoma emarginatum
47,Demersal coastal invertebrate feeders,croaker,stellifer brasiliensis
47,Demersal coastal invertebrate feeders,american stardrum,stellifer lanceolatus
47,Demersal coastal invertebrate feeders,stardrum,stellifer sp
47,Demersal coastal invertebrate feeders,longspine porgy,stenotomus carpinus
47,Demersal coastal invertebrate feeders,blackmouth bass,synagrops bellus
47,Demersal coastal invertebrate feeders,antler dragonet,synchiropus atrilabiatus
47,Demersal coastal invertebrate feeders,pipefish,syngnathidae
47,Demersal coastal invertebrate feeders,pipefish,syngnathiformes
47,Demersal coastal invertebrate feeders,pipefish,syngnathinae
47,Demersal coastal invertebrate feeders,dusky pipefish,syngnathus floridae
47,Demersal coastal invertebrate feeders,pipefish,syngnathus folleti
47,Demersal coastal invertebrate feeders,northern pipefish,syngnathus fuscus
47,Demersal coastal invertebrate feeders,pelagic spiny pipefish,syngnathus phlegon
47,Demersal coastal invertebrate feeders,gulf pipefish,syngnathus scovelli
47,Demersal coastal invertebrate feeders,pipefish,syngnathus sp
47,Demersal coastal invertebrate feeders,pipefish,syngnathus sp.
47,Demersal coastal invertebrate feeders,thornfish,teraponidae
47,Demersal coastal invertebrate feeders,tigerperch,terapontidae
47,Demersal coastal invertebrate feeders,palometa pompano,trachinotus goodei
47,Demersal coastal invertebrate feeders,pompano,trachinotus ovatus
47,Demersal coastal invertebrate feeders,pompano,trachinotus sp
47,Demersal coastal invertebrate feeders,argentine croaker,umbrina canosai
47,Demersal coastal invertebrate feeders,sand drum,umbrina coroides
47,Demersal coastal invertebrate feeders,yellowfin croaker,umbrina roncador
47,Demersal coastal invertebrate feeders,fusca drum,umbrina ronchus
47,Demersal coastal invertebrate feeders,goldband goatfish,upeneus moluccensis
47,Demersal coastal invertebrate feeders,dwarf goatfish,upeneus parvus
47,Demersal coastal invertebrate feeders,lookdown,vomer decliviforms
47,Demersal coastal invertebrate feeders,moonfish,vomer setapinnis
47,Demersal coastal invertebrate feeders,lookdown,vomer sp
48,Red drum,"drum, red",sciaenops ocellatus
48,Red drum,red drum,sciaenops ocellatus
49,Benthic coastal invertebrate feeders,american eel,anguilla rostrata
49,Benthic coastal invertebrate feeders,atlantic threadfin,polydactylus octonemus
49,Benthic coastal invertebrate feeders,bandtail searobin,prionotus ophryas
49,Benthic coastal invertebrate feeders,barbfish,scorpaena brasiliensis
49,Benthic coastal invertebrate feeders,batfish family,ogcocephalidae
49,Benthic coastal invertebrate feeders,bay whiff,citharichthys spilopterus
49,Benthic coastal invertebrate feeders,bearded brotula,brotula barbata
49,Benthic coastal invertebrate feeders,bigeye searobin,prionotus rubio
49,Benthic coastal invertebrate feeders,bigeye searobin,prionotus longispinosus
49,Benthic coastal invertebrate feeders,bighead searobin,prionotus tribulus
49,Benthic coastal invertebrate feeders,blackcheek tongue,na
49,Benthic coastal invertebrate feeders,blackwing searobin,prionotus rubio
49,Benthic coastal invertebrate feeders,blotched cusk-eel,ophidion grayi
49,Benthic coastal invertebrate feeders,blotched snake eel,callechelys muraena
49,Benthic coastal invertebrate feeders,"brotula, bearded",brotula barbata
49,Benthic coastal invertebrate feeders,carolina hake,urophycis earlli
49,Benthic coastal invertebrate feeders,code goby,gobiosoma robustum
49,Benthic coastal invertebrate feeders,conger eel,conger oceanicus
49,Benthic coastal invertebrate feeders,conger eel family,congridae
49,Benthic coastal invertebrate feeders,cusk,brosme brosme
49,Benthic coastal invertebrate feeders,cusk-eels,ophidiidae
49,Benthic coastal invertebrate feeders,cusk eel family,na
49,Benthic coastal invertebrate feeders,dusky flounder,syacium papillosum
49,Benthic coastal invertebrate feeders,dwarf sand perch,diplectrum bivittatum
49,Benthic coastal invertebrate feeders,"eel, american",anguilla rostrata
49,Benthic coastal invertebrate feeders,"eel, conger",conger oceanicus
49,Benthic coastal invertebrate feeders,eelpout family,zoarcidae
49,Benthic coastal invertebrate feeders,eels,anguilliformes
49,Benthic coastal invertebrate feeders,"eels, snake",ophichthidae
49,Benthic coastal invertebrate feeders,"flounder, witch",glyptocephalus cynoglossus
49,Benthic coastal invertebrate feeders,flying gurnard,dactylopterus volitans
49,Benthic coastal invertebrate feeders,frillfin goby,na
49,Benthic coastal invertebrate feeders,goby family,gobiidae
49,Benthic coastal invertebrate feeders,goldspotted eel,myrichthys ocellatus
49,Benthic coastal invertebrate feeders,gray flounder,etropus rimosus
49,Benthic coastal invertebrate feeders,gulf hake,urophycis cirrata
49,Benthic coastal invertebrate feeders,gulf stream flounder,citharichthys arctifrons
49,Benthic coastal invertebrate feeders,hake genus,urophycis spp.
49,Benthic coastal invertebrate feeders,hake genus,urophycis
49,Benthic coastal invertebrate feeders,"hake, atlantic, red/white",urophycis
49,Benthic coastal invertebrate feeders,"hake, white",urophycis tenuis
49,Benthic coastal invertebrate feeders,hogchoker,trinectes maculatus
49,Benthic coastal invertebrate feeders,lefteye flounder family,bothidae
49,Benthic coastal invertebrate feeders,lefteye flounder genus,paralichthys spp.
49,Benthic coastal invertebrate feeders,lefteye flounder genus,paralichthys
49,Benthic coastal invertebrate feeders,leopard searobin,prionotus scitulus
49,Benthic coastal invertebrate feeders,lined sole,achirus lineatus
49,Benthic coastal invertebrate feeders,lyre goby,evorthodus lyricus
49,Benthic coastal invertebrate feeders,mottled jawfish,na
49,Benthic coastal invertebrate feeders,naked sole,gymnachirus melas
49,Benthic coastal invertebrate feeders,neon goby,gobiosoma oceanops
49,Benthic coastal invertebrate feeders,northern searobin,prionotus carolinus
49,Benthic coastal invertebrate feeders,ocellated flounder,ancylopsetta quadrocellata
49,Benthic coastal invertebrate feeders,palespotted eel,ophichthus puncticeps
49,Benthic coastal invertebrate feeders,polka-dot batfish,ogcocephalus radiatus
49,Benthic coastal invertebrate feeders,red hake,urophycis chuss
49,Benthic coastal invertebrate feeders,righteye flounder family,pleuronectidae
49,Benthic coastal invertebrate feeders,sand lance genus,ammodytes spp.
49,Benthic coastal invertebrate feeders,sand lance genus,ammodytes
49,Benthic coastal invertebrate feeders,sand perch,diplectrum formosum
49,Benthic coastal invertebrate feeders,sand perch genus,diplectrum
49,Benthic coastal invertebrate feeders,sand perch genus,diplectrum spp.
49,Benthic coastal invertebrate feeders,sculpins,cottidae
49,Benthic coastal invertebrate feeders,searobin family,triglidae
49,Benthic coastal invertebrate feeders,searobin genus,prionotus spp.
49,Benthic coastal invertebrate feeders,searobin genus,prionotus
49,Benthic coastal invertebrate feeders,"searobin, unidentified",na
49,Benthic coastal invertebrate feeders,searobins,triglidae
49,Benthic coastal invertebrate feeders,sharptail eel,na
49,Benthic coastal invertebrate feeders,shoal flounder,syacium gunteri
49,Benthic coastal invertebrate feeders,shorttail snake eel,callechelys guiniensis
49,Benthic coastal invertebrate feeders,sleeper cusk-eel,na
49,Benthic coastal invertebrate feeders,smallmouth flounder,na
49,Benthic coastal invertebrate feeders,snailfish family,cyclopteridae
49,Benthic coastal invertebrate feeders,snake eel family,ophichthidae
49,Benthic coastal invertebrate feeders,sole family,soleidae
49,Benthic coastal invertebrate feeders,southern hake,urophycis floridana
49,Benthic coastal invertebrate feeders,spiny searobin,prionotus alatus
49,Benthic coastal invertebrate feeders,sponge goby,evermannichthys spongicola
49,Benthic coastal invertebrate feeders,spotted whiff,citharichthys macrops
49,Benthic coastal invertebrate feeders,sturgeons,acipenseridae
49,Benthic coastal invertebrate feeders,thread eel,na
49,Benthic coastal invertebrate feeders,threadfin genus,polydactylus spp.
49,Benthic coastal invertebrate feeders,threadfin genus,polydactylus
49,Benthic coastal invertebrate feeders,tonguefish genus,symphurus spp.
49,Benthic coastal invertebrate feeders,tricorn batfish,zalieutes mcgintyi
49,Benthic coastal invertebrate feeders,unidentified eel,anguilliformes
49,Benthic coastal invertebrate feeders,unidentified eel,anguilloidei
49,Benthic coastal invertebrate feeders,whiff genus,citharichthys spp.
49,Benthic coastal invertebrate feeders,whiff genus,citharichthys
49,Benthic coastal invertebrate feeders,whip eel,bascanichthys scuticaris
49,Benthic coastal invertebrate feeders,yellow conger,hildebrandia flava
49,Benthic coastal invertebrate feeders,searobin,#N/A
49,Benthic coastal invertebrate feeders,cusk eel,abyssobrotula galatheae
49,Benthic coastal invertebrate feeders,blackspot bandfish,acanthocepola limbata
49,Benthic coastal invertebrate feeders,american sole,achiridae
49,Benthic coastal invertebrate feeders,american sand lance,ammodytes americanus
49,Benthic coastal invertebrate feeders,northern sand lance,ammodytes dubius
49,Benthic coastal invertebrate feeders,sand lance,ammodytes sp
49,Benthic coastal invertebrate feeders,sand lance,ammodytidae
49,Benthic coastal invertebrate feeders,lancelet,amphioxiformes
49,Benthic coastal invertebrate feeders,ocellated flounder,ancylopsetta ommata
49,Benthic coastal invertebrate feeders,eel,anguilla sp
49,Benthic coastal invertebrate feeders,eel,anguillidae
49,Benthic coastal invertebrate feeders,eel,anguilliform
49,Benthic coastal invertebrate feeders,finless eel,apterichthus equatorialis
49,Benthic coastal invertebrate feeders,conger,ariosoma opisthophthalma
49,Benthic coastal invertebrate feeders,cape scaldfish,arnoglossus capensis
49,Benthic coastal invertebrate feeders,mud sole,austroglossus pectoralis
49,Benthic coastal invertebrate feeders,frillfin goby,bathygobius soporator
49,Benthic coastal invertebrate feeders,horned searobin,bellator militaris
49,Benthic coastal invertebrate feeders,lefteye flounder,bothidae
49,Benthic coastal invertebrate feeders,eyed flounder,bothus ocellatus
49,Benthic coastal invertebrate feeders,lancelet,brachiostomidae
49,Benthic coastal invertebrate feeders,lancelet,branchiostoma platae
49,Benthic coastal invertebrate feeders,lancelet,branchiostoma sp
49,Benthic coastal invertebrate feeders,brotula,brotula barbata
49,Benthic coastal invertebrate feeders,brotula,brotula sp
49,Benthic coastal invertebrate feeders,brotula,brotulidae
49,Benthic coastal invertebrate feeders,brotula,bythitidae
49,Benthic coastal invertebrate feeders,gurnard,cephalacanthus sp
49,Benthic coastal invertebrate feeders,red bandfish,cepola macrophthalma
49,Benthic coastal invertebrate feeders,bandfish,cepolidae
49,Benthic coastal invertebrate feeders,gurnard,chelidonichthys sp
49,Benthic coastal invertebrate feeders,spotted cuskeel,chilara taylori
49,Benthic coastal invertebrate feeders,conger,chlopsis taiwanensis
49,Benthic coastal invertebrate feeders,pacific sanddab,citharichthys sordidus
49,Benthic coastal invertebrate feeders,european conger,conger conger
49,Benthic coastal invertebrate feeders,american conger,conger oceanicus
49,Benthic coastal invertebrate feeders,argentine conger,conger orbygnianus
49,Benthic coastal invertebrate feeders,conger,conger sp
49,Benthic coastal invertebrate feeders,conger,congridae
49,Benthic coastal invertebrate feeders,pallid goby,coryphopterus eidolon
49,Benthic coastal invertebrate feeders,bridled goby,coryphopterus glaucofraenum
49,Benthic coastal invertebrate feeders,bandtail goby,coryphopterus thrix
49,Benthic coastal invertebrate feeders,sculpin,cottidae
49,Benthic coastal invertebrate feeders,sculpin,cottiform
49,Benthic coastal invertebrate feeders,sculpin,cottoidea 
49,Benthic coastal invertebrate feeders,wrymouth,cryptacanthodes masculatus
49,Benthic coastal invertebrate feeders,darter goby,ctenogobius boleosoma
49,Benthic coastal invertebrate feeders,tonguefish,cynoglossidae
49,Benthic coastal invertebrate feeders,sand tonguefish,cynoglossus capensis
49,Benthic coastal invertebrate feeders,flying gurnard,dactyloptena sp
49,Benthic coastal invertebrate feeders,flying gurnard,dactylopteridae
49,Benthic coastal invertebrate feeders,inshore sand perch,diplectrum pacificum
49,Benthic coastal invertebrate feeders,sand perch,diplectrum sp
49,Benthic coastal invertebrate feeders,sleeper goby,eleotridae
49,Benthic coastal invertebrate feeders,fourbeard rockling,enchelyopus cimbrius
49,Benthic coastal invertebrate feeders,american spiny flounder,engyophrys senta
49,Benthic coastal invertebrate feeders,fringed flounder,etropus crossotus
49,Benthic coastal invertebrate feeders,smallmouth flounder,etropus microstomus
49,Benthic coastal invertebrate feeders,gray flounder,etropus sp
49,Benthic coastal invertebrate feeders,grey gurnard,eutrigla gurnardus
49,Benthic coastal invertebrate feeders,cod,gadidae
49,Benthic coastal invertebrate feeders,atlantic cod,gadus morhua
49,Benthic coastal invertebrate feeders,threadfin,galeoides sp
49,Benthic coastal invertebrate feeders,shrimp flounder,gastropsetta frontalis
49,Benthic coastal invertebrate feeders,kingklip,genypterus capensis
49,Benthic coastal invertebrate feeders,rock ling,genypterus tigerinus
