"","Blacktip shark","Dusky shark","Sandbar shark","Lrg. coastal sharks","Lrg. oceanic sharks","Atl. sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas","Billfish","Swordfish","Pelagic coastal piscivores","Amberjack","King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)","Skates-rays","Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invert. fdrs.","Dem. cstl. invrt. fdrs.","Bnthc. cstl. invrt. fdrs.","Tilefish","Gray triggerfish","Coastal omnivores","Reef omnivores","Lrg. oceanic planktivores","Sardine-herring-scad","Menhaden","Anchovy-silverside-killifish","Mullet","Butterfish","Red drum","Pink shrimp","Brown shrimp","White shrimp","Crab","Sessile epifauna","Mobile epifauna","Seagrass"
"Name","Depth_Blacktip-shark_grp6","Depth_Dusky-shark_grp7","Depth_Sandbar-shark_grp8","Depth_Lrg.-coastal-sharks_grp9","Depth_Lrg.-oceanic-sharks_grp10","Depth_Atl.-sharpnose-shark_grp11","Depth_Small-coastal-sharks_grp12","Depth_Yellowfin-tuna_grp13","Depth_Bluefin-tuna_grp14","Depth_Other-tunas_grp15","Depth_Billfish_grp16","Depth_Swordfish_grp17","Depth_Pelagic-coastal-piscivores_grp18","Depth_Amberjack_grp19","Depth_King-mackerel-(0-1yr)_grp21","Depth_King-mackerel-(1+yr)_grp22","Depth_Spanish-mackerel-(0-1yr)_grp23","Depth_Spanish-mackerel-(1+yr)_grp24","Depth_Skates-rays_grp25","Depth_Gag-grouper-(0-3yr)_grp26","Depth_Gag-grouper-(3+yr)_grp27","Depth_Red-grouper-(0-3yr)_grp28","Depth_Red-grouper-(3+yr)_grp28","Depth_Yellowedge-grouper-(0-3yr)_grp30","Depth_Yellowedge-grouper-(3+yr)_grp31","Depth_Goliath-grouper_grp32","Depth_Deep-water-grouper_grp33","Depth_Shallow-water-grouper_grp34","Depth_Red-snapper-(0yr)_grp35","Depth_Red-snapper-(1-2yr)_grp36","Depth_Red-snapper-(3+yr)_grp37","Depth_Vermilion-snapper_grp38","Depth_Mutton-snapper_grp39","Depth_Other-snapper_grp40","Depth_Inshore-coastal-piscivores_grp41","Depth_Sea-trout_grp42","Depth_Oceanic-piscivores_grp43","Depth_Benthic-piscivores_grp44","Depth_Reef-piscivores_grp45","Depth_Reef-invert.-fdrs._grp46","Depth_Dem.-cstl.-invrt.-fdrs._grp47","Depth_Bnthc.-cstl.-invrt.-fdrs._grp49","Depth_Tilefish_grp50","Depth_Gray-triggerfish_grp51","Depth_Coastal-omnivores_grp52","Depth_Reef-omnivores_grp53","Depth_Lrg.-oceanic-planktivores_grp55","Depth_Sardine-herring-scad_grp57","Depth_Menhaden_grp58,59,60,61,62","Depth_Anchovy-silverside-killifish_grp63","Depth_Mullet_grp64","Depth_Butterfish_grp65","Depth_Red-drum_grp48","Depth_Pink-shrimp_grp67","Depth_Brown-shrimp_grp68","Depth_White-shrimp_grp69","Depth_Crab_grp70","Depth_Sessile-epifauna_grp71","Depth_Mobile-epifauna_grp72","Depth_Seagrass_grp76"
"842","0","0","0","0","0","0","0","0","0.165317919075145","0","0","0.893766461808604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.367713004484305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"843","0","0","0","0","0","0","0","0","0.164161849710983","0","0","0.89332748024583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.36322869955157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"844","0","0","0","0","0","0","0","0","0.163005780346821","0","0","0.892888498683055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.358744394618834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"845","0","0","0","0","0","0","0","0","0.161849710982659","0","0","0.892449517120281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.354260089686099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"846","0","0","0","0","0","0","0","0","0.160693641618497","0","0","0.892010535557507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.349775784753363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"847","0","0","0","0","0","0","0","0","0.159537572254335","0","0","0.891571553994732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.345291479820628","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"848","0","0","0","0","0","0","0","0","0.158381502890173","0","0","0.891132572431958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.340807174887892","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"849","0","0","0","0","0","0","0","0","0.157225433526012","0","0","0.890693590869184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.336322869955157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"850","0","0","0","0","0","0","0","0","0.15606936416185","0","0","0.890254609306409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.331838565022422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"851","0","0","0","0","0","0","0","0","0.154913294797688","0","0","0.889815627743635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.327354260089686","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"852","0","0","0","0","0","0","0","0","0.153757225433526","0","0","0.88937664618086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.322869955156951","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"853","0","0","0","0","0","0","0","0","0.152601156069364","0","0","0.888937664618086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.318385650224215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"854","0","0","0","0","0","0","0","0","0.151445086705202","0","0","0.888498683055312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.31390134529148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"855","0","0","0","0","0","0","0","0","0.15028901734104","0","0","0.888059701492537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.309417040358744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"856","0","0","0","0","0","0","0","0","0.149132947976879","0","0","0.887620719929763","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.304932735426009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"857","0","0","0","0","0","0","0","0","0.147976878612717","0","0","0.887181738366989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.300448430493274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"858","0","0","0","0","0","0","0","0","0.146820809248555","0","0","0.886742756804214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.295964125560538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"859","0","0","0","0","0","0","0","0","0.145664739884393","0","0","0.88630377524144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.291479820627803","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"860","0","0","0","0","0","0","0","0","0.144508670520231","0","0","0.885864793678666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.286995515695067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"861","0","0","0","0","0","0","0","0","0.143352601156069","0","0","0.885425812115891","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.282511210762332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"862","0","0","0","0","0","0","0","0","0.142196531791908","0","0","0.884986830553117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.278026905829596","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"863","0","0","0","0","0","0","0","0","0.141040462427746","0","0","0.884547848990342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.273542600896861","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"864","0","0","0","0","0","0","0","0","0.139884393063584","0","0","0.884108867427568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.269058295964126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"865","0","0","0","0","0","0","0","0","0.138728323699422","0","0","0.883669885864794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.26457399103139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"866","0","0","0","0","0","0","0","0","0.13757225433526","0","0","0.883230904302019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.260089686098655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"867","0","0","0","0","0","0","0","0","0.136416184971098","0","0","0.882791922739245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.255605381165919","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"868","0","0","0","0","0","0","0","0","0.135260115606936","0","0","0.882352941176471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.251121076233184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"869","0","0","0","0","0","0","0","0","0.134104046242775","0","0","0.881913959613696","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.246636771300448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"870","0","0","0","0","0","0","0","0","0.132947976878613","0","0","0.881474978050922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.242152466367713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"871","0","0","0","0","0","0","0","0","0.131791907514451","0","0","0.881035996488147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.237668161434978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"872","0","0","0","0","0","0","0","0","0.130635838150289","0","0","0.880597014925373","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.233183856502242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"873","0","0","0","0","0","0","0","0","0.129479768786127","0","0","0.880158033362599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.228699551569507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"874","0","0","0","0","0","0","0","0","0.128323699421965","0","0","0.879719051799824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.224215246636771","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"875","0","0","0","0","0","0","0","0","0.127167630057803","0","0","0.87928007023705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.219730941704036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"876","0","0","0","0","0","0","0","0","0.126011560693642","0","0","0.878841088674276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2152466367713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"877","0","0","0","0","0","0","0","0","0.12485549132948","0","0","0.878402107111501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.210762331838565","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"878","0","0","0","0","0","0","0","0","0.123699421965318","0","0","0.877963125548727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.20627802690583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"879","0","0","0","0","0","0","0","0","0.122543352601156","0","0","0.877524143985953","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.201793721973094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"880","0","0","0","0","0","0","0","0","0.121387283236994","0","0","0.877085162423178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.197309417040359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"881","0","0","0","0","0","0","0","0","0.120231213872832","0","0","0.876646180860404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.192825112107623","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"882","0","0","0","0","0","0","0","0","0.119075144508671","0","0","0.876207199297629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.188340807174888","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"883","0","0","0","0","0","0","0","0","0.117919075144509","0","0","0.875768217734855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.183856502242152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"884","0","0","0","0","0","0","0","0","0.116763005780347","0","0","0.875329236172081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.179372197309417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"885","0","0","0","0","0","0","0","0","0.115606936416185","0","0","0.874890254609306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.174887892376682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"886","0","0","0","0","0","0","0","0","0.114450867052023","0","0","0.874451273046532","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.170403587443946","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"887","0","0","0","0","0","0","0","0","0.113294797687861","0","0","0.874012291483758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.165919282511211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"888","0","0","0","0","0","0","0","0","0.112138728323699","0","0","0.873573309920983","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.161434977578475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"889","0","0","0","0","0","0","0","0","0.110982658959538","0","0","0.873134328358209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.15695067264574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"890","0","0","0","0","0","0","0","0","0.109826589595376","0","0","0.872695346795435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.152466367713004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"891","0","0","0","0","0","0","0","0","0.108670520231214","0","0","0.87225636523266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.147982062780269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"892","0","0","0","0","0","0","0","0","0.107514450867052","0","0","0.871817383669886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.143497757847534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"893","0","0","0","0","0","0","0","0","0.10635838150289","0","0","0.871378402107111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.139013452914798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"894","0","0","0","0","0","0","0","0","0.105202312138728","0","0","0.870939420544337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.134529147982063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"895","0","0","0","0","0","0","0","0","0.104046242774566","0","0","0.870500438981563","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.130044843049327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"896","0","0","0","0","0","0","0","0","0.102890173410405","0","0","0.870061457418788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.125560538116592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"897","0","0","0","0","0","0","0","0","0.101734104046243","0","0","0.869622475856014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.121076233183857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"898","0","0","0","0","0","0","0","0","0.100578034682081","0","0","0.86918349429324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.116591928251121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"899","0","0","0","0","0","0","0","0","0.0994219653179191","0","0","0.868744512730465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.112107623318386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"900","0","0","0","0","0","0","0","0","0.0982658959537572","0","0","0.868305531167691","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.10762331838565","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"901","0","0","0","0","0","0","0","0","0.0971098265895954","0","0","0.867866549604917","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.103139013452915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"902","0","0","0","0","0","0","0","0","0.0959537572254335","0","0","0.867427568042142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0986547085201794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"903","0","0","0","0","0","0","0","0","0.0947976878612717","0","0","0.866988586479368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0941704035874439","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"904","0","0","0","0","0","0","0","0","0.0936416184971098","0","0","0.866549604916593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0896860986547085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"905","0","0","0","0","0","0","0","0","0.092485549132948","0","0","0.866110623353819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0852017937219731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"906","0","0","0","0","0","0","0","0","0.0913294797687861","0","0","0.865671641791045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0807174887892377","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"907","0","0","0","0","0","0","0","0","0.0901734104046243","0","0","0.86523266022827","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0762331838565022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"908","0","0","0","0","0","0","0","0","0.0890173410404624","0","0","0.864793678665496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0717488789237668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"909","0","0","0","0","0","0","0","0","0.0878612716763006","0","0","0.864354697102722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0672645739910314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"910","0","0","0","0","0","0","0","0","0.0867052023121387","0","0","0.863915715539947","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.062780269058296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"911","0","0","0","0","0","0","0","0","0.0855491329479769","0","0","0.863476733977173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0582959641255605","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"912","0","0","0","0","0","0","0","0","0.084393063583815","0","0","0.863037752414399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0538116591928251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"913","0","0","0","0","0","0","0","0","0.0832369942196532","0","0","0.862598770851624","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0493273542600897","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"914","0","0","0","0","0","0","0","0","0.0820809248554913","0","0","0.86215978928885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0448430493273543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"915","0","0","0","0","0","0","0","0","0.0809248554913295","0","0","0.861720807726076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0403587443946188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"916","0","0","0","0","0","0","0","0","0.0797687861271676","0","0","0.861281826163301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0358744394618834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"917","0","0","0","0","0","0","0","0","0.0786127167630058","0","0","0.860842844600527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.031390134529148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"918","0","0","0","0","0","0","0","0","0.0774566473988439","0","0","0.860403863037752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0269058295964126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"919","0","0","0","0","0","0","0","0","0.0763005780346821","0","0","0.859964881474978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0224215246636771","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"920","0","0","0","0","0","0","0","0","0.0751445086705202","0","0","0.859525899912204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0179372197309417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"921","0","0","0","0","0","0","0","0","0.0739884393063584","0","0","0.859086918349429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0134529147982063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"922","0","0","0","0","0","0","0","0","0.0728323699421965","0","0","0.858647936786655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00896860986547085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"923","0","0","0","0","0","0","0","0","0.0716763005780347","0","0","0.858208955223881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00448430493273543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924","0","0","0","0","0","0","0","0","0.0705202312138728","0","0","0.857769973661106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"925","0","0","0","0","0","0","0","0","0.069364161849711","0","0","0.857330992098332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"926","0","0","0","0","0","0","0","0","0.0682080924855491","0","0","0.856892010535558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"927","0","0","0","0","0","0","0","0","0.0670520231213873","0","0","0.856453028972783","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
